UID          PID    PPID  C STIME TTY          TIME CMD
root         117       2  0 Nov16 ?        00:00:01 [migration/17]
root         118       2  0 Nov16 ?        00:00:00 [ksoftirqd/17]
root         120       2  0 Nov16 ?        00:00:00 [kworker/17:0H-events_highpri]
root         121       2  0 Nov16 ?        00:00:00 [cpuhp/18]
root         122       2  0 Nov16 ?        00:00:00 [idle_inject/18]
root         123       2  0 Nov16 ?        00:00:01 [migration/18]
root         124       2  0 Nov16 ?        00:00:00 [ksoftirqd/18]
root         126       2  0 Nov16 ?        00:00:00 [kworker/18:0H-events_highpri]
root         127       2  0 Nov16 ?        00:00:00 [cpuhp/19]
root         128       2  0 Nov16 ?        00:00:00 [idle_inject/19]
root         129       2  0 Nov16 ?        00:00:01 [migration/19]
root         130       2  0 Nov16 ?        00:00:00 [ksoftirqd/19]
root         132       2  0 Nov16 ?        00:00:00 [kworker/19:0H-kblockd]
root         133       2  0 Nov16 ?        00:00:00 [kdevtmpfs]
root         134       2  0 Nov16 ?        00:00:00 [inet_frag_wq]
root         135       2  0 Nov16 ?        00:00:00 [kauditd]
root         139       2  0 Nov16 ?        00:00:00 [khungtaskd]
root         140       2  0 Nov16 ?        00:00:00 [oom_reaper]
root         141       2  0 Nov16 ?        00:00:00 [writeback]
root         142       2  0 Nov16 ?        00:00:02 [kcompactd0]
root         143       2  0 Nov16 ?        00:00:00 [ksmd]
root         144       2  0 Nov16 ?        00:00:00 [khugepaged]
root         191       2  0 Nov16 ?        00:00:00 [kintegrityd]
root         192       2  0 Nov16 ?        00:00:00 [kblockd]
root         193       2  0 Nov16 ?        00:00:00 [blkcg_punt_bio]
root         212       2  0 Nov16 ?        00:00:00 [tpm_dev_wq]
root         213       2  0 Nov16 ?        00:00:00 [ata_sff]
root         214       2  0 Nov16 ?        00:00:00 [md]
root         215       2  0 Nov16 ?        00:00:00 [edac-poller]
root         216       2  0 Nov16 ?        00:00:00 [devfreq_wq]
root         217       2  0 Nov16 ?        00:00:00 [watchdogd]
root         218       2  0 Nov16 ?        00:00:00 [kworker/10:1H-kblockd]
root         220       2  0 Nov16 ?        00:00:00 [kswapd0]
root         221       2  0 Nov16 ?        00:00:00 [ecryptfs-kthrea]
root         223       2  0 Nov16 ?        00:00:00 [kthrotld]
root         224       2  0 Nov16 ?        00:00:00 [irq/25-aerdrv]
root         225       2  0 Nov16 ?        00:00:00 [acpi_thermal_pm]
root         227       2  0 Nov16 ?        00:00:00 [scsi_eh_0]
root         228       2  0 Nov16 ?        00:00:00 [scsi_tmf_0]
root         229       2  0 Nov16 ?        00:00:00 [scsi_eh_1]
root         230       2  0 Nov16 ?        00:00:00 [scsi_tmf_1]
root         232       2  0 Nov16 ?        00:00:00 [vfio-irqfd-clea]
root         233       2  0 Nov16 ?        00:00:00 [kworker/6:1H-kblockd]
root         236       2  0 Nov16 ?        00:00:02 [kworker/7:1H-kblockd]
root         238       2  0 Nov16 ?        00:00:00 [mld]
root         239       2  0 Nov16 ?        00:00:00 [kworker/2:1H-kblockd]
root         240       2  0 Nov16 ?        00:00:00 [ipv6_addrconf]
root         252       2  0 Nov16 ?        00:00:00 [kstrp]
root         255       2  0 Nov16 ?        00:00:00 [zswap-shrink]
root         273       2  0 Nov16 ?        00:00:00 [kworker/u41:0]
root         280       2  0 Nov16 ?        00:00:00 [charger_manager]
root         302       2  0 Nov16 ?        00:00:00 [kworker/14:1H-kblockd]
root         324       2  0 Nov16 ?        00:00:01 [kworker/16:1H-events_highpri]
root         328       2  0 Nov16 ?        00:00:00 [kworker/15:1H-kblockd]
root         332       2  0 Nov16 ?        00:00:00 [kworker/1:1H-kblockd]
root         334       2  0 Nov16 ?        00:00:00 [kworker/13:1H-kblockd]
root         335       2  0 Nov16 ?        00:00:00 [scsi_eh_2]
root         337       2  0 Nov16 ?        00:00:00 [scsi_tmf_2]
root         338       2  0 Nov16 ?        00:00:00 [scsi_eh_3]
root         339       2  0 Nov16 ?        00:00:00 [scsi_tmf_3]
root         340       2  0 Nov16 ?        00:00:00 [scsi_eh_4]
root         341       2  0 Nov16 ?        00:00:00 [scsi_tmf_4]
root         342       2  0 Nov16 ?        00:00:00 [scsi_eh_5]
root         343       2  0 Nov16 ?        00:00:00 [scsi_tmf_5]
root         348       2  0 Nov16 ?        00:00:00 [scsi_eh_6]
root         349       2  0 Nov16 ?        00:00:00 [scsi_tmf_6]
root         350       2  0 Nov16 ?        00:00:00 [scsi_eh_7]
root         351       2  0 Nov16 ?        00:00:00 [kworker/8:1H-kblockd]
root         352       2  0 Nov16 ?        00:00:00 [scsi_tmf_7]
root         353       2  0 Nov16 ?        00:00:00 [scsi_eh_8]
root         354       2  0 Nov16 ?        00:00:00 [scsi_tmf_8]
root         355       2  0 Nov16 ?        00:00:00 [scsi_eh_9]
root         356       2  0 Nov16 ?        00:00:00 [scsi_tmf_9]
root         358       2  0 Nov16 ?        00:00:01 [kworker/9:1H-events_highpri]
root         359       2  0 Nov16 ?        00:00:01 [kworker/11:1H-events_highpri]
root         360       2  0 Nov16 ?        00:00:00 [kworker/3:1H-kblockd]
root         363       2  0 Nov16 ?        00:00:00 [kworker/18:1H-kblockd]
root         370       2  0 Nov16 ?        00:00:00 [kworker/17:1H-kblockd]
root         371       2  0 Nov16 ?        00:00:00 [kworker/5:1H-kblockd]
root         376       2  0 Nov16 ?        00:00:00 [scsi_eh_10]
root         377       2  0 Nov16 ?        00:00:00 [scsi_tmf_10]
root         378       2  0 Nov16 ?        00:00:09 [usb-storage]
root         379       2  0 Nov16 ?        00:00:00 [uas]
root         419       2  0 Nov16 ?        00:00:09 [jbd2/sda2-8]
root         420       2  0 Nov16 ?        00:00:00 [ext4-rsv-conver]
root         434       2  0 Nov16 ?        00:00:00 [kworker/19:1H-kblockd]
root         466       1  0 Nov16 ?        00:00:02 /lib/systemd/systemd-journald
root         496       1  0 Nov16 ?        00:00:00 /lib/systemd/systemd-udevd
root         554       2  0 Nov16 ?        00:00:00 [kworker/12:1H-kblockd]
root         605       2  0 Nov16 ?        00:00:00 [kworker/4:1H-kblockd]
root         621       2  0 Nov16 ?        00:00:00 [irq/32-mei_me]
root         645       2  0 Nov16 ?        00:00:00 [cryptd]
root        1051       2  0 Nov16 ?        00:00:00 [nvkm-disp]
root        1058       2  0 Nov16 ?        00:00:00 [card0-crtc0]
root        1059       2  0 Nov16 ?        00:00:00 [card0-crtc1]
root        1060       2  0 Nov16 ?        00:00:00 [card0-crtc2]
root        1061       2  0 Nov16 ?        00:00:00 [card0-crtc3]
systemd+    1122       1  0 Nov16 ?        00:01:55 /lib/systemd/systemd-oomd
systemd+    1123       1  0 Nov16 ?        00:00:14 /lib/systemd/systemd-resolved
systemd+    1124       1  0 Nov16 ?        00:00:00 /lib/systemd/systemd-timesyncd
root        1250       1  0 Nov16 ?        00:00:01 /usr/libexec/accounts-daemon
root        1251       1  0 Nov16 ?        00:00:04 /usr/sbin/acpid
avahi       1258       1  0 Nov16 ?        00:00:04 avahi-daemon: running [esteban-ThinkStation-P510.local]
root        1262       1  0 Nov16 ?        00:00:00 /usr/sbin/cron -f -P
message+    1263       1  0 Nov16 ?        00:00:07 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root        1269       1  0 Nov16 ?        00:00:04 /usr/sbin/NetworkManager --no-daemon
root        1283       1  0 Nov16 ?        00:00:06 /usr/sbin/irqbalance --foreground
root        1284       1  0 Nov16 ?        00:00:00 /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
root        1288       1  0 Nov16 ?        00:00:10 /usr/libexec/polkitd --no-debug
root        1291       1  0 Nov16 ?        00:00:00 /usr/libexec/power-profiles-daemon
syslog      1294       1  0 Nov16 ?        00:00:00 /usr/sbin/rsyslogd -n -iNONE
root        1304       1  0 Nov16 ?        00:00:00 /usr/libexec/switcheroo-control
root        1310       1  0 Nov16 ?        00:00:00 /lib/systemd/systemd-logind
root        1317       1  0 Nov16 ?        00:00:26 /usr/libexec/udisks2/udisksd
root        1319       1  0 Nov16 ?        00:00:00 /sbin/wpa_supplicant -u -s -O /run/wpa_supplicant
avahi       1327    1258  0 Nov16 ?        00:00:00 avahi-daemon: chroot helper
root        1393       1  0 Nov16 ?        00:00:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root        1397       1  0 Nov16 ?        00:00:00 /usr/sbin/ModemManager
root        1401       1  0 Nov16 ?        00:01:02 /usr/bin/containerd
postgres    1455       1  0 Nov16 ?        00:00:01 /usr/lib/postgresql/14/bin/postgres -D /var/lib/postgresql/14/main -c config_file=/etc/postgresql/14/main/postgresql.conf
postgres    1517    1455  0 Nov16 ?        00:00:00 postgres: 14/main: checkpointer 
postgres    1518    1455  0 Nov16 ?        00:00:00 postgres: 14/main: background writer 
postgres    1519    1455  0 Nov16 ?        00:00:00 postgres: 14/main: walwriter 
postgres    1520    1455  0 Nov16 ?        00:00:00 postgres: 14/main: autovacuum launcher 
postgres    1521    1455  0 Nov16 ?        00:00:00 postgres: 14/main: stats collector 
postgres    1522    1455  0 Nov16 ?        00:00:00 postgres: 14/main: logical replication launcher 
root        1583       1  0 Nov16 ?        00:03:22 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1585       1  0 Nov16 ?        00:00:01 /usr/sbin/nmbd --foreground --no-process-group
kernoops    1591       1  0 Nov16 ?        00:00:00 /usr/sbin/kerneloops --test
kernoops    1596       1  0 Nov16 ?        00:00:00 /usr/sbin/kerneloops
root        1600       2  0 Nov16 ?        00:00:00 [iprt-VBoxWQueue]
root        1603       2  0 Nov16 ?        00:00:00 [iprt-VBoxTscThr]
root        1611       1  0 Nov16 ?        00:01:45 /opt/teamviewer/tv_bin/teamviewerd -d
root        1660       1  0 Nov16 ?        00:00:00 /usr/sbin/smbd --foreground --no-process-group
root        1668    1660  0 Nov16 ?        00:00:00 /usr/sbin/smbd --foreground --no-process-group
root        1669    1660  0 Nov16 ?        00:00:00 /usr/sbin/smbd --foreground --no-process-group
root        1679    1660  0 Nov16 ?        00:00:00 /usr/lib/x86_64-linux-gnu/samba/samba-bgqd --ready-signal-fd=45 --parent-watch-fd=11 --debuglevel=0 -F
root        1829       1  0 Nov16 ?        00:00:00 /usr/sbin/gdm3
rtkit       1856       1  0 Nov16 ?        00:00:00 /usr/libexec/rtkit-daemon
root        2044       1  0 Nov16 ?        00:00:00 /usr/libexec/upowerd
root        2132       1  0 Nov16 ?        00:00:15 /usr/libexec/packagekitd
colord      2277       1  0 Nov16 ?        00:00:00 /usr/libexec/colord
esteban     2356       1  0 Nov16 ?        00:00:03 /lib/systemd/systemd --user
esteban     2357    2356  0 Nov16 ?        00:00:00 (sd-pam)
esteban     2363    2356  0 Nov16 ?        00:00:00 /usr/bin/pipewire
esteban     2364    2356  0 Nov16 ?        00:00:11 /usr/bin/pipewire-media-session
esteban     2365    2356  0 Nov16 ?        00:03:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
esteban     3708    2356  0 Nov16 ?        00:00:17 /usr/lib/virtualbox/VBoxXPCOMIPCD
esteban     3724    2356  0 Nov16 ?        00:00:57 /usr/lib/virtualbox/VBoxSVC --auto-shutdown
esteban    12386    3724 55 Nov16 ?        11:46:01 /usr/lib/virtualbox/VBoxHeadless --comment minikube --startvm f2320382-5a02-4502-b12d-0ce11e825d5e --vrde config
esteban    12409    3724  0 Nov16 ?        00:00:03 /usr/lib/virtualbox/VBoxNetDHCP --comment HostInterfaceNetworking-vboxnet0 --config /home/esteban/.config/VirtualBox/HostInterfaceNetworking-vboxnet0-Dhcpd.config --log /home/esteban/.config/VirtualBox/HostInterfaceNetworking-vboxnet0-Dhcpd.log
esteban    12978    3724 36 Nov16 ?        07:41:16 /usr/lib/virtualbox/VBoxHeadless --comment minikube-m02 --startvm 3cadf2e6-264f-4c8f-a95a-cf7766a258cc --vrde config
esteban    13535    3724 32 Nov16 ?        06:57:32 /usr/lib/virtualbox/VBoxHeadless --comment minikube-m03 --startvm 24f967e8-db8e-4118-8ee6-10781eb08b1b --vrde config
esteban    24722    2356  0 Nov16 ?        00:00:00 /snap/code/113/usr/share/code/code --type=zygote --no-zygote-sandbox --no-sandbox --enable-crashpad --enable-crashpad
esteban    24723    2356  0 Nov16 ?        00:00:00 /snap/code/113/usr/share/code/code --type=zygote --no-sandbox --enable-crashpad --enable-crashpad
esteban    24736    2356  0 Nov16 ?        00:00:00 /snap/code/113/usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/esteban/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=9abca8c7-4ea1-4c36-8593-3b6810fbb26f&iid=9abca8c7-4ea1-4c36-8593-3b6810fbb26f&sid=9abca8c7-4ea1-4c36-8593-3b6810fbb26f --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.73.1 --annotation=lsb-release=Ubuntu 22.04.1 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=19.0.17 --initial-client-fd=46 --shared-client-connection
esteban    24772    2356  0 Nov16 ?        00:00:02 /snap/code/113/usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --no-sandbox --enable-crashpad --crashpad-handler-pid=24736 --enable-crash-reporter=248ed154-7655-46c9-932c-c8a4babcb2cb,no_channel --user-data-dir=/home/esteban/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13207854339103794990,1189258569681470808,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --enable-crashpad
esteban    24803    2356  0 Nov16 ?        00:11:15 /snap/code/113/usr/share/code/code --type=renderer --enable-crashpad --crashpad-handler-pid=24736 --enable-crash-reporter=248ed154-7655-46c9-932c-c8a4babcb2cb,no_channel --user-data-dir=/home/esteban/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/snap/code/113/usr/share/code/resources/app --no-sandbox --no-zygote --enable-blink-features=HighlightAPI --no-sandbox --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --launch-time-ticks=6595431231 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13207854339103794990,1189258569681470808,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:f12662ca-fdf9-430e-b47f-2d4bb68c17b6 --enable-crashpad
esteban    24839   24722 99 Nov16 ?        1-14:04:43 /snap/code/113/usr/share/code/code --type=gpu-process --no-sandbox --enable-crashpad --crashpad-handler-pid=24736 --enable-crash-reporter=248ed154-7655-46c9-932c-c8a4babcb2cb,no_channel --user-data-dir=/home/esteban/.config/Code --gpu-preferences=WAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=0,i,13207854339103794990,1189258569681470808,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
esteban    24871    2356  0 Nov16 ?        00:00:41 /snap/code/113/usr/share/code/code --type=renderer --enable-crashpad --crashpad-handler-pid=24736 --enable-crash-reporter=248ed154-7655-46c9-932c-c8a4babcb2cb,no_channel --user-data-dir=/home/esteban/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/snap/code/113/usr/share/code/resources/app --no-sandbox --no-zygote --node-integration-in-worker --no-sandbox --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11 --launch-time-ticks=6596837486 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13207854339103794990,1189258569681470808,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:3cee40bc-6dbb-4fcf-9d38-2b18cdf46fbc --vscode-window-kind=shared-process --enable-crashpad
esteban    24885    2356  0 Nov16 ?        00:02:54 /snap/code/113/usr/share/code/code --ms-enable-electron-run-as-node --inspect-port=0 /snap/code/113/usr/share/code/resources/app/out/bootstrap-fork --type=extensionHost --skipWorkspaceStorageLock
esteban    24901   24871  0 Nov16 ?        00:01:17 /snap/code/113/usr/share/code/code --ms-enable-electron-run-as-node /snap/code/113/usr/share/code/resources/app/out/bootstrap-fork --type=ptyHost --logsPath /home/esteban/.config/Code/logs/20221116T165040
esteban    24952   24871  0 Nov16 ?        00:00:17 /snap/code/113/usr/share/code/code --ms-enable-electron-run-as-node /snap/code/113/usr/share/code/resources/app/out/bootstrap-fork --type=fileWatcher
esteban    25021   24885  0 Nov16 ?        00:00:09 /snap/code/113/usr/share/code/code --ms-enable-electron-run-as-node /snap/code/113/usr/share/code/resources/app/extensions/markdown-language-features/server/dist/node/main --node-ipc --clientProcessId=24885
esteban    25245   24885  0 Nov16 ?        00:00:02 /snap/code/113/usr/share/code/code --ms-enable-electron-run-as-node /snap/code/113/usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=24885
esteban    25377   24901  0 Nov16 pts/4    00:00:00 /usr/bin/bash --init-file /snap/code/113/usr/share/code/resources/app/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
root       27664       2  0 Nov16 ?        00:00:03 [kworker/2:0-rcu_gp]
esteban    30178   24901  0 Nov16 pts/5    00:00:00 /usr/bin/bash --init-file /snap/code/113/usr/share/code/resources/app/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
esteban    30699   24885  0 Nov16 ?        00:00:03 /snap/code/113/usr/share/code/code --ms-enable-electron-run-as-node --max-old-space-size=3072 /snap/code/113/usr/share/code/resources/app/extensions/node_modules/typescript/lib/tsserver.js --serverMode partialSemantic --useInferredProjectPerProjectRoot --disableAutomaticTypingAcquisition --cancellationPipeName /tmp/vscode-typescript1000/8346fc48966ed5086346/tscancellation-d985343ea47a3d9393dd.tmp* --locale en --noGetErrOnBackgroundUpdate --validateDefaultNpmLocation --useNodeIpc
esteban    30700   24885  0 Nov16 ?        00:00:37 /snap/code/113/usr/share/code/code --ms-enable-electron-run-as-node --max-old-space-size=3072 /snap/code/113/usr/share/code/resources/app/extensions/node_modules/typescript/lib/tsserver.js --useInferredProjectPerProjectRoot --enableTelemetry --cancellationPipeName /tmp/vscode-typescript1000/8346fc48966ed5086346/tscancellation-a93a04d3f560b35b5a76.tmp* --locale en --noGetErrOnBackgroundUpdate --validateDefaultNpmLocation --useNodeIpc
esteban    30720   30700  0 Nov16 ?        00:00:22 /snap/code/113/usr/share/code/code --ms-enable-electron-run-as-node /snap/code/113/usr/share/code/resources/app/extensions/node_modules/typescript/lib/typingsInstaller.js --globalTypingsCacheLocation /home/esteban/.cache/typescript/4.8 --enableTelemetry --typesMapLocation /snap/code/113/usr/share/code/resources/app/extensions/node_modules/typescript/lib/typesMap.json --validateDefaultNpmLocation
root       34668       2  0 Nov16 ?        00:00:09 [kworker/9:1-mm_percpu_wq]
root       46636       2  0 Nov16 ?        00:00:02 [kworker/19:0-mm_percpu_wq]
esteban    47176   24723  0 Nov16 ?        00:00:00 [code] <defunct>
esteban    47221   24723  0 Nov16 ?        00:00:06 [code] <defunct>
root       48326       2  0 Nov16 ?        00:00:00 [kworker/9:2-events]
esteban    48478    2356  0 Nov16 ?        00:00:10 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
esteban    48485    2356  0 Nov16 ?        00:00:03 /usr/libexec/xdg-document-portal
esteban    48488    2356  0 Nov16 ?        00:00:00 /usr/libexec/xdg-permission-store
root       48494   48485  0 Nov16 ?        00:00:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
root       49199    1829  0 Nov16 ?        00:00:00 gdm-session-worker [pam/gdm-password]
esteban    49207       1  0 Nov16 ?        00:00:03 /usr/bin/gnome-keyring-daemon --daemonize --login
esteban    49212   49199  0 Nov16 tty2     00:00:00 /usr/libexec/gdm-x-session --run-script env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
esteban    49214   49212  2 Nov16 tty2     00:22:49 /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -nolisten tcp -background none -noreset -keeptty -novtswitch -verbose 3
esteban    49221   49212  0 Nov16 tty2     00:00:00 /usr/libexec/gnome-session-binary --session=ubuntu
esteban    49265    2356  0 Nov16 ?        00:00:00 /usr/libexec/at-spi-bus-launcher
